"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","left_choice","middle_choice","right_choice","choice_positions","correct_response","correct_position","key_press","option_selected","points","task_block","correct","stim_cat","block_condition","block_number"
"pavlovia","0","7","0.0-0.0","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4313","0.0-1.0","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","true","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","14448","0.0-2.0","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","3","17318","0.0-3.0","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","2867.6643990929715","audio/beep_loop.wav"," ","","","","","","","","","","","","","","","",""
"audio-button-response","4","19360","0.0-4.0","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","2040","audio/shark.wav","4","","","","","","","","","","","","","","","",""
"audio-button-response","5","22234","0.0-5.0","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","1860","audio/turtle.wav","1","","","","","","","","","","","","","","","",""
"preload","6","30519","0.0-6.0","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","31978","0.0-7.0","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","1458.5","Welcome to the experiment. Press any key to begin and to advance the instructions."," ","","","","","","","","","","","","","","","",""
"learning-instructions","8","41302","0.0-8.0-0.0-0.0","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","1576.8000000715256","<p> Welcome! Today you are going to play 6 different rounds of a decision-making game. </p><p> Use the mouse to click next to continue. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","45212","0.0-8.0-0.0-0.1","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","906.3999999761581","<p> You will start with a practice round to learn the rules. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","53362","0.0-8.0-0.0-0.2","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","397.10000002384186","<p> Your goal in this round is to deliver sports equipment to three different parks. </p><p> You will need to deliver many types of equipment. </p></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","62339","0.0-8.0-0.0-0.3","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","482.89999997615814","<p> On each turn, you will see one piece of sports equipment and three different parks.  </p><p> You need to select which park to deliver the equipment to.  </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","76379","0.0-8.0-0.0-0.4","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","741.7000000476837","<p> You can select the park on the left by pressing the '1' key on your keyboard. <br>You can select the park in the middle by pressing the '2' key on your keyboard. <br>You can select the park on the right by pressing the '3' key on your keyboard.  </p><br><div class=""choice-instructions-grid""> <div class=""choice-option""><img src=""images/park1.png"" class=""choice-option-img"" stage=""instructions"" position=""0"" ><div class=""choice-option-text""> Press ""1."" </div></div><div class=""choice-option""><img src=""images/park2.png"" class=""choice-option-img"" stage=""instructions"" position=""1"" ><div class=""choice-option-text""> Press ""2."" </div></div><div class=""choice-option""><img src=""images/park3.png"" class=""choice-option-img"" stage=""instructions"" position=""2"" ><div class=""choice-option-text""> Press ""3."" </div></div></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","13","82637","0.0-8.0-0.0-0.5","1617","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3335""
","
","","","","","","870.5","<p> If the kids in the park you chose like the equipment, they will be very happy! </p><div style='float: center;'><img src='images/check.png' width = '200' height = '200'></img>","","0","instructions","","","","","","","","","","","","","",""
